ID	scientificName	authorship	rank	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpither	appendedPhrase	publishedInID	publishedInPage	publishedInYear	original	code	status	link	remarks
868	Psammodes dubiosus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
278	Psammodes plicipennis Gemminger, 1870	Gemminger, 1870	species	Psammodes													
1276	Somaticus (Trachyderes) barnardi Koch, 1955	Koch, 1955	species	Somaticus													
277	Psammodes plicatus Solier, 1844	Solier, 1844	species	Psammodes													
1304	Somaticus (Trichotrachys) obscurus Koch, 1955	Koch, 1955	species	Somaticus													
414	Psammodes gibbus unicolor Fabricius, 1787	Fabricius, 1787	subsp.	Psammodes			unicolor										
496	Moluris gredleri Haag-Rutenberg, 1877	Haag-Rutenberg, 1877	species	Moluris													
838	Psammodes guerini Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
42	Uniungulum hoeschi Koch, 1962	Koch, 1962	species	Uniungulum													
117	Distretus (Perdistretus) gracilis Gebien, 1910	Gebien, 1910	species	Distretus													
829	Ocnodes (Ocnodes) muliebris silvestris Koch, 1952	Koch, 1952	subsp.	Ocnodes			silvestris										
998	Sepidiopsis villosa Gestro, 1892	Gestro, 1892	species	Sepidiopsis													
420	Psammodes vialis tuberculifer Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	subsp.	Psammodes			tuberculifer										
1102	Vietomorpha tuberosa Fairmaire, 1882	Fairmaire, 1882	species	Vietomorpha													
1187	Ethmus (Ethmus) maculatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Ethmus													
48	Hypomelus flagrans Péringuey, 1899	Péringuey, 1899	species	Hypomelus													
1127	Sepidium immundum Reitter, 1914	Reitter, 1914	species	Sepidium													
1454	Trachynotus haagi Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
37	Trachynotidus eximius Péringuey, 1899	Péringuey, 1899	species	Trachynotidus													
1099	Vietomorpha bartolozzii Mal, 1986	Mal, 1986	species	Vietomorpha													
369	Psammophanes (Psammophanes) vagecostatus Fairmaire, 1882	Fairmaire, 1882	species	Psammophanes													
934542e7-beb71-e413e-cbe3e-24d8661b0	Cyrtoderes		genus														
1252	Somaticus (Somaticus) decoratipes Koch, 1955	Koch, 1955	species	Somaticus													
17	Hypomelus interstitialis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Hypomelus													
28	Hypomelus vulpinus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Hypomelus													
1011	Sepidium bidentatum Solier, 1843	Solier, 1843	species	Sepidium													
908	Phanerotomea martinsi Koch, 1952	Koch, 1952	species	Phanerotomea													
1476	Psammodes vicinus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
4	Bombocnodulus longantennatus Penrith, 1986	Penrith, 1986	species	Bombocnodulus													
776	Ocnodes (Ocnodes) stevensoni Koch, 1952	Koch, 1952	species	Ocnodes													
1332	Trachynotus variegatus Haag-Rutenberg, 1878	Haag-Rutenberg, 1878	species	Trachynotus													
822	Ocnodes (Ocnodes) acuductus ufipanus Koch, 1952	Koch, 1952	subsp.	Ocnodes			ufipanus										
1165	Vietomorpha arabica Schuster & Gebien, 1938	Schuster & Gebien, 1938	species	Vietomorpha													
86	Arturium undaticostis Fairmaire, 1887	Fairmaire, 1887	species	Arturium													
1094	Vieta uncigera Ancey, 1881	Ancey, 1881	species	Vieta													
1344	Ethmus (Ethmophobes) vernayi reductus Koch, 1958	Koch, 1958	subsp.	Ethmus			reductus										
467	Cryptogenius inflatus Gerstaecker, 1854	Gerstaecker, 1854	species	Cryptogenius													
1463	Trachynotus hispidus Hesse, 1935	Hesse, 1935	species	Trachynotus													
354	Psammophanes (Psammophanes) kilimandjarus Koch, 1953	Koch, 1953	species	Psammophanes													
1040	Sepidium reichei Allard, 187	Allard, 187	species	Sepidium													
366	Psammophanes (Psammophanes) sexcostatus Gerstäcker, 1884	Gerstäcker, 1884	species	Psammophanes													
429	Psammophanes (Psammophanes) raffrayi pseudocatenatus Koch, 1953	Koch, 1953	subsp.	Psammophanes			pseudocatenatus										
486	Opatrum gibbosum Thunberg, 1821	Thunberg, 1821	species	Opatrum													
85	Arturium tenuecostatus Gebien, 1910	Gebien, 1910	species	Arturium													
380	Psammophanes (Psammostretus) prosodoides Gebien, 1910	Gebien, 1910	species	Psammophanes													
1026	Sepidium inaequale Reitter, 1914	Reitter, 1914	species	Sepidium													
1047	Sepidium uncinatum Erichson, 1841	Erichson, 1841	species	Sepidium													
847	Phanerotomea bellmarleyi Koch, 1952	Koch, 1952	species	Phanerotomea													
848	Phanerotomea benguelensis Koch, 1952	Koch, 1952	species	Phanerotomea													
947	Psammodes rufipes Harold, 1878	Harold, 1878	species	Psammodes													
978	Psammodes zanzibaricus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
320	Psammodes togatus Koch, 1953	Koch, 1953	species	Psammodes													
52d3d461-90674-05143-9b2c4-153853400	Miripronotum		genus														
